index,111a4,111a5,111a6,112a4,112a5,112a6,113a4,113a5,113a6
скучать,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
скучно,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
скушать,8.0,0.0,4.0,7.0,0.0,2.0,2.0,0.0,4.0
сладкий,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
слева,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,1.0
слегка,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
следующий,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
слеза,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
слишком,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
словить,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
слово,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
сложиться,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
случайно,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
случаться,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
случиться,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
слушать,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
слышать,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
слюнки,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
смеяться,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
смотреть,7.0,1.0,3.0,11.0,5.0,3.0,11.0,5.0,4.0
смочь,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,11.0
смысл,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
снаружи,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
сначала,0.0,9.0,2.0,3.0,8.0,2.0,5.0,6.0,5.0
снова,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0
снуть,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
снять,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
со,2.0,9.0,7.0,4.0,5.0,5.0,3.0,6.0,4.0
собака,0.0,0.0,13.0,0.0,0.0,38.0,0.0,0.0,43.0
собачка,0.0,0.0,28.0,0.0,0.0,17.0,0.0,0.0,32.0
собачок,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
собираться,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
собраться,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
совесть,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
совсем,3.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0
согласиться,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
сожаление,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
сожрать,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
солнце,0.0,10.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0
солнышко,0.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0
соответственно,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
сорок,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
сосать,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
сосед,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
сосиска,0.0,1.0,22.0,0.0,1.0,22.0,0.0,3.0,12.0
спасибо,0.0,3.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0
спасти,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
спать,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
сперва,2.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,2.0
спеть,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
спина,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
спокойно,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
спорт,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
спортивный,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
способ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
спр,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
справа,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
справиться,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
спрашивать,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
спросить,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
спрыгнуть,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
спрятать,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
спть,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
спускать,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
спускаться,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
спуститься,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
спустя,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ср,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
сравнить,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
сразу,0.0,0.0,0.0,5.0,6.0,2.0,3.0,1.0,5.0
средний,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
срезать,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
становиться,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
станция,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0
стараться,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
старик,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
старт,0.0,2.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0
старуха,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
старый,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
стать,3.0,0.0,3.0,2.0,0.0,3.0,15.0,0.0,3.0
статья,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
стеклянный,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
стена,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
стереть,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
сти,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
стирать,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
стих,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сто,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
стоить,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
стол,0.0,0.0,2.0,2.0,0.0,7.0,3.0,0.0,1.0
столик,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
столовый,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
столько,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
стоп,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
сторона,0.0,0.0,0.0,2.0,17.0,3.0,0.0,50.0,1.0
стоять,0.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,0.0
страница,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
странно,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
странный,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
страшно,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
страшный,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
студент,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
стул,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
стульчик,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ступень,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ступенька,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0
сть,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
судьба,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
суть,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
схватить,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
счастливо,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
счастливый,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
счет,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
считать,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
съедать,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
съесть,28.0,0.0,12.0,30.0,1.0,24.0,45.0,0.0,27.0
сын,9.0,0.0,0.0,29.0,0.0,0.0,38.0,0.0,0.0
сынок,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
сыночек,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
сыр,0.0,16.0,0.0,4.0,30.0,0.0,0.0,32.0,0.0
сырый,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
сюда,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ся,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
тайный,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
так,41.0,79.0,24.0,19.0,58.0,17.0,64.0,67.0,41.0
такое,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
такой,26.0,19.0,12.0,17.0,13.0,11.0,24.0,15.0,17.0
там,38.0,35.0,18.0,21.0,48.0,12.0,48.0,46.0,12.0
танцевать,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
тарелка,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0
тарелочка,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
тать,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
твой,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0
те,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
телевидение,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
теперь,2.0,7.0,0.0,3.0,3.0,2.0,1.0,13.0,0.0
тест,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
тетя,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ти,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
тип,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0
типа,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
типичный,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
тк,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
то,10.0,9.0,8.0,14.0,0.0,8.0,26.0,12.0,7.0
тог,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
тогда,11.0,23.0,6.0,19.0,14.0,4.0,15.0,20.0,10.0
тоже,14.0,1.0,2.0,22.0,6.0,2.0,23.0,5.0,2.0
толко,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
толстый,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0
только,7.0,2.0,0.0,6.0,6.0,6.0,12.0,4.0,5.0
торговать,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
тот,3.0,1.0,1.0,8.0,2.0,2.0,16.0,37.0,10.0
точить,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
точка,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0
точно,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
точный,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
тра,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
третий,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
треть,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
три,1.0,0.0,1.0,8.0,1.0,3.0,4.0,1.0,3.0
тридцать,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
трюк,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
тс,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
туда,10.0,7.0,7.0,2.0,3.0,1.0,4.0,4.0,3.0
тузик,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
тумба,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
тумбочка,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,8.0
тут,1.0,5.0,2.0,3.0,0.0,2.0,1.0,4.0,3.0
тута,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ты,8.0,58.0,15.0,17.0,137.0,6.0,8.0,70.0,8.0
ться,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
тяжело,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
тяжелый,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
у,12.0,13.0,13.0,12.0,19.0,13.0,11.0,12.0,19.0
убежать,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
убивать,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0
убить,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
убрать,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
уверенный,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
уви,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
увидеть,1.0,6.0,9.0,2.0,2.0,17.0,4.0,5.0,21.0
угл,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
уговорить,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
угол,0.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0
уголок,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
угрызение,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
удивиться,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
удочка,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
уж,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ужас,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ужасно,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ужасный,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
уже,4.0,5.0,1.0,7.0,4.0,5.0,21.0,6.0,6.0
ужин,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
узнать,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0
уйти,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
украсть,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
улица,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
улыбаться,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ум,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
умереть,4.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0
уметь,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
умирать,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
умничка,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
умный,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0
умолять,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
унд,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
унести,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
университет,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
упасть,2.0,0.0,4.0,1.0,0.0,6.0,0.0,0.0,0.0
уплыть,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
упор,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
ура,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
уровень,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
услышать,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
успеть,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
успокоиться,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
устать,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
устроить,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ууу,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ух,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
уха,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
уходить,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
участок,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
учебный,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
учить,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
учиться,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
фаст,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
фига,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
фильм,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
финиш,0.0,2.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0
флаг,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
футбол,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
х,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
хвалить,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
хватать,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
хватить,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
хвост,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
хвостик,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
хернить,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
хищник,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
хищный,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
хо,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ходить,2.0,0.0,0.0,0.0,12.0,5.0,3.0,3.0,2.0
хоз,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
хозяин,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
хозяйка,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0
хозяйство,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
хоп,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
хорошенький,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
хороший,1.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,2.0
хорошо,2.0,2.0,2.0,7.0,7.0,5.0,17.0,22.0,11.0
хота,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
хотеть,55.0,2.0,34.0,50.0,1.0,25.0,43.0,1.0,19.0
хотеться,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0
хоть,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
хотя,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
худой,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
худший,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ххй,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
царство,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
цвет,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
цветной,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
целиком,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
целовать,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
цель,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
цент,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
чары,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
час,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
часть,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
че,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
человек,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0
чем,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
через,0.0,8.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0
черепаха,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
черный,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
черт,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
честно,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
честный,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
четвертая,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
четверть,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
четыре,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
чи,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
число,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
читать,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
что,39.0,4.0,41.0,83.0,24.0,63.0,103.0,13.0,54.0
чтоб,14.0,0.0,9.0,16.0,3.0,1.0,16.0,4.0,0.0
чтобы,8.0,2.0,2.0,11.0,3.0,0.0,11.0,1.0,7.0
чть,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
чу,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
чуть,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
чуять,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ш,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ша,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
шаг,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
шапка,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
шапочка,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0
шар,0.0,9.0,0.0,0.0,5.0,0.0,0.0,12.0,0.0
шарик,0.0,4.0,0.0,0.0,1.0,1.0,0.0,7.0,4.0
шесть,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
шеф,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
широко,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
шкаф,0.0,0.0,16.0,0.0,0.0,11.0,0.0,0.0,14.0
шкафчик,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,10.0
школа,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0
шляпа,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0
шо,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
шокировать,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
шоу,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
штука,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
штучка,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
щука,6.0,0.0,0.0,13.0,0.0,0.0,5.0,0.0,0.0
э,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
эм,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
эра,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
это,58.0,24.0,26.0,34.0,28.0,23.0,43.0,45.0,38.0
этот,58.0,8.0,15.0,40.0,28.0,42.0,47.0,38.0,49.0
эх,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
эээ,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
юр,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
я,80.0,14.0,12.0,128.0,17.0,25.0,175.0,26.0,29.0
язык,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ящик,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,11.0
ящичек,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
